Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-10-24 03-PM,BTCUSD,6435.41,6436.46,6419.5,6419.51,274.88,1765882.37
2018-10-24 02-PM,BTCUSD,6431.02,6436.46,6431.02,6435.41,243.91,1569665.09
2018-10-24 01-PM,BTCUSD,6431.14,6441.78,6430.97,6431.02,265.49,1708347.8
2018-10-24 12-PM,BTCUSD,6424.9,6443.74,6421,6431.14,294.91,1896023.59
2018-10-24 11-AM,BTCUSD,6432.12,6432.12,6423.22,6424.9,140.01,899799.31
2018-10-24 10-AM,BTCUSD,6429.99,6441,6429.99,6432.12,212.53,1368014.03
2018-10-24 09-AM,BTCUSD,6426.57,6430,6424,6429.99,94.45,606919.14
2018-10-24 08-AM,BTCUSD,6434.41,6434.42,6426.57,6426.57,45.9,295279.3
2018-10-24 07-AM,BTCUSD,6437.01,6437.01,6434,6434.41,70.4,452955.8
2018-10-24 06-AM,BTCUSD,6435.19,6440,6435.19,6437.01,216.77,1395275.2
2018-10-24 05-AM,BTCUSD,6457.68,6461.16,6435.01,6435.19,388.41,2505096.54
2018-10-24 04-AM,BTCUSD,6417.04,6470.99,6409.95,6457.68,477.69,3075353.09
2018-10-24 03-AM,BTCUSD,6400,6419.49,6399.99,6417.04,293.08,1878125.04
2018-10-24 02-AM,BTCUSD,6399.99,6400,6398.99,6400,160.82,1029181.57
2018-10-24 01-AM,BTCUSD,6401.39,6402,6398,6399.99,139.79,894635.87
2018-10-24 12-AM,BTCUSD,6395.14,6403.48,6395.13,6401.39,122.67,785180.99
2018-10-23 11-PM,BTCUSD,6393.73,6400,6392.44,6395.14,148.47,949856.24
2018-10-23 10-PM,BTCUSD,6398.11,6399.81,6390.95,6393.73,128.74,823214.17
2018-10-23 09-PM,BTCUSD,6393.72,6400.47,6391.73,6398.11,175.88,1125035.46
2018-10-23 08-PM,BTCUSD,6404.63,6404.63,6391.28,6393.72,243.92,1560066.98
2018-10-23 07-PM,BTCUSD,6389.99,6411.5,6389.98,6404.63,420.93,2695788.22
2018-10-23 06-PM,BTCUSD,6385.69,6389.99,6385.18,6389.99,160.54,1025464.84
2018-10-23 05-PM,BTCUSD,6391.99,6392,6384.04,6385.69,188.47,1203940.19
2018-10-23 04-PM,BTCUSD,6385.05,6392,6385.05,6391.99,171.76,1097050.94
2018-10-23 03-PM,BTCUSD,6381.59,6387.99,6381.59,6385.05,188.95,1206612.36
2018-10-23 02-PM,BTCUSD,6388.99,6389,6380.34,6381.59,137.79,879811.39
2018-10-23 01-PM,BTCUSD,6388.99,6394.72,6388.16,6388.99,238.38,1523696.99
2018-10-23 12-PM,BTCUSD,6373.34,6389,6371.02,6388.99,185.01,1179952.04
2018-10-23 11-AM,BTCUSD,6376,6378.05,6371.09,6373.34,105.58,673061.79
2018-10-23 10-AM,BTCUSD,6385.64,6385.64,6360,6376,206.39,1315889.46
2018-10-23 09-AM,BTCUSD,6398.22,6398.23,6379.99,6385.64,182.27,1164172.97
2018-10-23 08-AM,BTCUSD,6398.21,6398.23,6398.21,6398.22,66.79,427334.42
2018-10-23 07-AM,BTCUSD,6399.99,6400,6397.75,6398.21,59.59,381252.33
2018-10-23 06-AM,BTCUSD,6402.37,6402.38,6397.62,6399.99,76.42,489149.61
2018-10-23 05-AM,BTCUSD,6404.87,6406.68,6402.37,6402.37,80.61,516309.65
2018-10-23 04-AM,BTCUSD,6391.99,6405,6391.98,6404.87,126.18,807234.86
2018-10-23 03-AM,BTCUSD,6404.12,6407.72,6389.05,6391.99,182.08,1165217.36
2018-10-23 02-AM,BTCUSD,6407.47,6407.51,6402.69,6404.12,126.98,813384.34
2018-10-23 01-AM,BTCUSD,6408.95,6409.99,6407.45,6407.47,142.99,916327.68
2018-10-23 12-AM,BTCUSD,6407.65,6410.02,6404.11,6408.95,139.92,896595.31
2018-10-22 11-PM,BTCUSD,6404.5,6409.19,6404.5,6407.65,143.97,922456.79
2018-10-22 10-PM,BTCUSD,6405.39,6405.39,6399.88,6404.5,232.94,1491345.64
2018-10-22 09-PM,BTCUSD,6412.01,6413,6403.96,6405.39,149.34,957239.28
2018-10-22 08-PM,BTCUSD,6390.87,6413.49,6390.87,6412.01,254.27,1627967.12
2018-10-22 07-PM,BTCUSD,6391.37,6393.38,6389,6390.87,198.1,1266381.12
2018-10-22 06-PM,BTCUSD,6398.94,6399.89,6390,6391.37,210.04,1343474.11
2018-10-22 05-PM,BTCUSD,6397,6401.91,6396.99,6398.94,155.32,994069.94
2018-10-22 04-PM,BTCUSD,6393.64,6397.16,6392.23,6397,229.7,1468991.34
2018-10-22 03-PM,BTCUSD,6392.99,6398.59,6392.98,6393.64,246.08,1573960.56
2018-10-22 02-PM,BTCUSD,6396.46,6399.65,6387.77,6392.99,178.62,1142022.4
2018-10-22 01-PM,BTCUSD,6398.87,6399.19,6377.77,6396.46,238.93,1526485.84
2018-10-22 12-PM,BTCUSD,6400,6400,6394.29,6398.87,124.87,798726.08
2018-10-22 11-AM,BTCUSD,6399.99,6400,6396.8,6400,160.45,1026745.79
2018-10-22 10-AM,BTCUSD,6400.64,6400.64,6399.48,6399.99,83.18,532401.9
2018-10-22 09-AM,BTCUSD,6398.78,6400.65,6398.78,6400.64,52.33,334950.88
2018-10-22 08-AM,BTCUSD,6409,6409,6398.34,6398.78,168.26,1077270.96
2018-10-22 07-AM,BTCUSD,6416.17,6416.17,6408.99,6409,44.5,285371.96
2018-10-22 06-AM,BTCUSD,6420.68,6420.68,6416.16,6416.17,82.17,527494.99
2018-10-22 05-AM,BTCUSD,6420.05,6423.55,6420.04,6420.68,89.32,573653.7
2018-10-22 04-AM,BTCUSD,6413,6427.63,6410.78,6420.05,194.16,1246650.67
2018-10-22 03-AM,BTCUSD,6412.27,6418.03,6410,6413,86.32,553497.09
2018-10-22 02-AM,BTCUSD,6414.9,6418.02,6412.22,6412.27,124.7,799991.55
2018-10-22 01-AM,BTCUSD,6406.37,6418.03,6403,6414.9,103.28,662126.48
2018-10-22 12-AM,BTCUSD,6415.88,6415.88,6386,6406.37,276.66,1770346.56
2018-10-21 11-PM,BTCUSD,6418.76,6420,6406.19,6415.88,198.65,1273944.78
2018-10-21 10-PM,BTCUSD,6430,6430,6412.96,6418.76,121.48,780318.86
2018-10-21 09-PM,BTCUSD,6438.29,6438.3,6430,6430,87.72,564462.41
2018-10-21 08-PM,BTCUSD,6437.93,6438.3,6432.93,6438.29,79.55,512057.48
2018-10-21 07-PM,BTCUSD,6435.66,6439.29,6431.04,6437.93,147.21,947488.32
2018-10-21 06-PM,BTCUSD,6437.16,6439.22,6431.01,6435.66,160.29,1031664.02
2018-10-21 05-PM,BTCUSD,6438.15,6439.22,6431.68,6437.16,109.54,705024.44
2018-10-21 04-PM,BTCUSD,6440.82,6440.83,6437.22,6438.15,178.96,1152225.5
2018-10-21 03-PM,BTCUSD,6444.96,6448.91,6438,6440.82,136.78,881077.22
2018-10-21 02-PM,BTCUSD,6442.69,6450,6439.54,6444.96,107.77,694599.79
2018-10-21 01-PM,BTCUSD,6437.21,6445,6437.21,6442.69,65.63,422649.38
2018-10-21 12-PM,BTCUSD,6435.06,6442.41,6432.52,6437.21,47.54,306026.94
2018-10-21 11-AM,BTCUSD,6442.29,6442.3,6432.83,6435.06,32.06,206349.0
2018-10-21 10-AM,BTCUSD,6442.94,6448.9,6442.29,6442.29,31.73,204483.02
2018-10-21 09-AM,BTCUSD,6429.99,6443.82,6429.99,6442.94,26.72,171987.8
2018-10-21 08-AM,BTCUSD,6428.34,6430,6425.76,6429.99,25.31,162689.61
2018-10-21 07-AM,BTCUSD,6433.45,6435,6428.33,6428.34,48.86,314293.87
2018-10-21 06-AM,BTCUSD,6434.22,6435,6428.68,6433.45,36.71,236132.02
2018-10-21 05-AM,BTCUSD,6432.02,6435.29,6425.52,6434.22,51.47,330962.86
2018-10-21 04-AM,BTCUSD,6437.99,6438.89,6428.38,6432.02,72.63,467402.32
2018-10-21 03-AM,BTCUSD,6434.85,6439.99,6434.85,6437.99,84.25,542313.92
2018-10-21 02-AM,BTCUSD,6433.5,6443.57,6430.5,6434.85,132.37,852146.02
2018-10-21 01-AM,BTCUSD,6413.59,6452.87,6413.58,6433.5,263.24,1695223.57
2018-10-21 12-AM,BTCUSD,6414,6415.01,6405.57,6413.59,251.19,1610234.84
2018-10-20 11-PM,BTCUSD,6406.03,6414.23,6402.41,6414,95.66,612950.55
2018-10-20 10-PM,BTCUSD,6399.01,6414.55,6396.28,6406.03,123.41,790463.0
2018-10-20 09-PM,BTCUSD,6399.92,6400,6396.45,6399.01,90.76,580772.26
2018-10-20 08-PM,BTCUSD,6399.99,6399.99,6396.74,6399.92,92.95,594820.3
2018-10-20 07-PM,BTCUSD,6397.28,6399.99,6393.41,6399.99,119.21,762531.74
2018-10-20 06-PM,BTCUSD,6394.18,6399.89,6393.41,6397.28,86.65,554201.85
2018-10-20 05-PM,BTCUSD,6394,6396.7,6390.1,6394.18,104.97,671055.35
2018-10-20 04-PM,BTCUSD,6394.03,6401.14,6391.26,6394,144.92,926863.64
2018-10-20 03-PM,BTCUSD,6405,6406,6394.03,6394.03,145.37,930472.56
2018-10-20 02-PM,BTCUSD,6410,6412.72,6401,6405,128.41,822406.5
2018-10-20 01-PM,BTCUSD,6405,6410,6405,6410,128.63,824386.44
2018-10-20 12-PM,BTCUSD,6409.02,6409.03,6402.85,6405,65.09,416911.32
2018-10-20 11-AM,BTCUSD,6401.7,6409.6,6396.67,6409.02,73.98,473617.42
2018-10-20 10-AM,BTCUSD,6404.01,6404.02,6397.57,6401.7,108.04,691470.84
2018-10-20 09-AM,BTCUSD,6406.01,6410.68,6402.71,6404.01,62.2,398487.61
2018-10-20 08-AM,BTCUSD,6408,6410.68,6395.56,6406.01,481.48,3084217.96
2018-10-20 07-AM,BTCUSD,6412.44,6415.01,6406.36,6408,91.01,583297.84
2018-10-20 06-AM,BTCUSD,6385,6420,6385,6412.44,480.7,3076974.21
2018-10-20 05-AM,BTCUSD,6385.43,6385.43,6379.96,6385,63.5,405334.75
2018-10-20 04-AM,BTCUSD,6382.91,6386.42,6380.72,6385.43,68.11,434791.86
2018-10-20 03-AM,BTCUSD,6378.93,6382.92,6376.08,6382.91,62.06,396009.58
2018-10-20 02-AM,BTCUSD,6384.99,6388.88,6375.87,6378.93,123.55,788662.19
2018-10-20 01-AM,BTCUSD,6370.02,6386.02,6369.32,6384.99,254.93,1626592.23
2018-10-20 12-AM,BTCUSD,6382.98,6382.99,6369.42,6370.02,163.83,1044466.95
2018-10-19 11-PM,BTCUSD,6386.43,6386.44,6381.41,6382.98,149.83,956483.67
2018-10-19 10-PM,BTCUSD,6383,6386.44,6380,6386.43,119.09,760163.84
2018-10-19 09-PM,BTCUSD,6381.6,6386.44,6380.14,6383,135.46,864746.22
2018-10-19 08-PM,BTCUSD,6381.99,6385,6380,6381.6,245.25,1565329.44
2018-10-19 07-PM,BTCUSD,6392.02,6392.03,6381.95,6381.99,415.52,2654747.76
2018-10-19 06-PM,BTCUSD,6388.68,6397,6388.67,6392.02,202.78,1296325.3
2018-10-19 05-PM,BTCUSD,6389.98,6396.05,6387.01,6388.68,192.82,1232420.3
2018-10-19 04-PM,BTCUSD,6379.99,6390.48,6379.99,6389.98,260.04,1660664.13
2018-10-19 03-PM,BTCUSD,6374.07,6380,6372.79,6379.99,131.96,841652.69
2018-10-19 02-PM,BTCUSD,6382.91,6385,6373.79,6374.07,129.34,825081.19
2018-10-19 01-PM,BTCUSD,6376.22,6382.91,6376.22,6382.91,164.55,1050032.19
2018-10-19 12-PM,BTCUSD,6384.99,6385,6365,6376.22,165.3,1053837.39
2018-10-19 11-AM,BTCUSD,6382.56,6385,6377.36,6384.99,100.12,638714.67
2018-10-19 10-AM,BTCUSD,6378.55,6390.48,6378.55,6382.56,66.31,423426.16
2018-10-19 09-AM,BTCUSD,6376.75,6386.26,6376.72,6378.55,68.88,439477.04
2018-10-19 08-AM,BTCUSD,6365.01,6386.02,6361.69,6376.75,124.51,793091.38
2018-10-19 07-AM,BTCUSD,6367.55,6368.46,6363.84,6365.01,132.28,842269.04
2018-10-19 06-AM,BTCUSD,6375.01,6375.24,6355,6367.55,156.56,996832.21
2018-10-19 05-AM,BTCUSD,6398.01,6398.02,6375,6375.01,155.58,993623.81
2018-10-19 04-AM,BTCUSD,6395,6400.4,6394.99,6398.01,98.4,629540.92
2018-10-19 03-AM,BTCUSD,6401.69,6401.7,6390.49,6395,108.08,691352.1
2018-10-19 02-AM,BTCUSD,6388,6404.14,6387.99,6401.69,106.68,682426.77
2018-10-19 01-AM,BTCUSD,6402.72,6402.73,6387,6388,117.04,748832.11
2018-10-19 12-AM,BTCUSD,6394.96,6409.61,6394.95,6402.72,161.87,1036478.25
2018-10-18 11-PM,BTCUSD,6379.01,6400,6379.01,6394.96,156.82,1002935.29
2018-10-18 10-PM,BTCUSD,6379.99,6386,6357.91,6379.01,306.48,1952450.26
2018-10-18 09-PM,BTCUSD,6392.96,6392.96,6375,6379.99,351.54,2243540.78
2018-10-18 08-PM,BTCUSD,6396.99,6398.59,6391.14,6392.96,210.96,1349151.09
2018-10-18 07-PM,BTCUSD,6389.71,6397,6375.5,6396.99,269.29,1719997.9
2018-10-18 06-PM,BTCUSD,6393.76,6406.5,6373,6389.71,397.2,2539198.33
2018-10-18 05-PM,BTCUSD,6434.57,6435.73,6355,6393.76,811.37,5186292.72
2018-10-18 04-PM,BTCUSD,6440.05,6440.06,6430,6434.57,261.2,1680825.49
2018-10-18 03-PM,BTCUSD,6439.93,6440.06,6424.81,6440.05,349.54,2248515.97
2018-10-18 02-PM,BTCUSD,6435.03,6441,6431.34,6439.93,405.29,2608760.46
2018-10-18 01-PM,BTCUSD,6433.39,6436,6428,6435.03,288.65,1856719.89
2018-10-18 12-PM,BTCUSD,6429.9,6441.91,6427.23,6433.39,190.65,1226969.91
2018-10-18 11-AM,BTCUSD,6441.59,6443.39,6428.26,6429.9,172.57,1110616.22
2018-10-18 10-AM,BTCUSD,6439,6443.4,6439,6441.59,99.24,639171.21
2018-10-18 09-AM,BTCUSD,6435.9,6442,6435,6439,92.68,596657.68
2018-10-18 08-AM,BTCUSD,6441.4,6441.41,6412.2,6435.9,368.58,2369785.9
2018-10-18 07-AM,BTCUSD,6446,6446.01,6441.4,6441.4,141.15,909516.58
2018-10-18 06-AM,BTCUSD,6449,6452.87,6445.82,6446,194.6,1254965.75
2018-10-18 05-AM,BTCUSD,6455.42,6458,6445.81,6449,265.87,1715276.67
2018-10-18 04-AM,BTCUSD,6460.84,6464.76,6455.42,6455.42,235.21,1519461.03
2018-10-18 03-AM,BTCUSD,6449.98,6489.83,6449.97,6460.84,500.74,3236953.5
2018-10-18 02-AM,BTCUSD,6443,6449.98,6442.99,6449.98,281.93,1817315.78
2018-10-18 01-AM,BTCUSD,6439.99,6444.99,6436,6443,212.82,1371002.24
2018-10-18 12-AM,BTCUSD,6443.7,6443.7,6432.46,6439.99,256.88,1654267.54
2018-10-17 11-PM,BTCUSD,6443.16,6444.98,6440.1,6443.7,212.37,1368194.05
2018-10-17 10-PM,BTCUSD,6443,6448.65,6439.24,6443.16,180.35,1162480.66
2018-10-17 09-PM,BTCUSD,6434.95,6445.9,6432.07,6443,182.2,1173362.18
2018-10-17 08-PM,BTCUSD,6431.38,6435,6423.34,6434.95,225.11,1447178.08
2018-10-17 07-PM,BTCUSD,6438.11,6440.68,6431.37,6431.38,257.45,1657661.18
2018-10-17 06-PM,BTCUSD,6444,6445,6433.24,6438.11,192.02,1236385.89
2018-10-17 05-PM,BTCUSD,6447.99,6449.16,6441,6444,225.98,1456559.54
2018-10-17 04-PM,BTCUSD,6439,6448,6438.99,6447.99,247.72,1596143.36
2018-10-17 03-PM,BTCUSD,6435.01,6439,6430,6439,263.23,1693863.95
2018-10-17 02-PM,BTCUSD,6424.99,6440,6420.17,6435.01,255.49,1642670.23
2018-10-17 01-PM,BTCUSD,6428.73,6428.74,6416.4,6424.99,224.54,1441886.13
2018-10-17 12-PM,BTCUSD,6437.19,6439.61,6424.39,6428.73,184.74,1188285.39
2018-10-17 11-AM,BTCUSD,6422.17,6437.19,6411.19,6437.19,243.72,1565864.68
2018-10-17 10-AM,BTCUSD,6428.27,6432.49,6418.23,6422.17,105.32,676526.64
2018-10-17 09-AM,BTCUSD,6437.27,6437.28,6417.95,6428.27,246.93,1586676.87
2018-10-17 08-AM,BTCUSD,6431.37,6437.28,6427.51,6437.27,166.61,1071540.08
2018-10-17 07-AM,BTCUSD,6438.51,6438.51,6422.93,6431.37,131.71,846915.82
2018-10-17 06-AM,BTCUSD,6446,6450,6437.01,6438.51,89.03,573768.63
2018-10-17 05-AM,BTCUSD,6448.6,6457.06,6437.72,6446,156.41,1008422.45
2018-10-17 04-AM,BTCUSD,6447.93,6452.75,6440.86,6448.6,255.33,1645721.22
2018-10-17 03-AM,BTCUSD,6439.42,6453.6,6439.41,6447.93,306.9,1978506.34
2018-10-17 02-AM,BTCUSD,6445.45,6445.46,6433.61,6439.42,426.01,2743185.47
2018-10-17 01-AM,BTCUSD,6457.03,6459.99,6445.45,6445.45,262.38,1693328.44
2018-10-17 12-AM,BTCUSD,6457.11,6459.39,6443.67,6457.03,239.5,1545421.61
2018-10-16 11-PM,BTCUSD,6452.25,6482.1,6449.22,6457.11,589.93,3812755.78
2018-10-16 10-PM,BTCUSD,6457.81,6458,6441.61,6452.25,248.05,1600038.91
2018-10-16 09-PM,BTCUSD,6462.55,6462.55,6442.84,6457.81,282.59,1822603.03
2018-10-16 08-PM,BTCUSD,6440.01,6475.5,6440,6462.55,3333.1,21517655.51
2018-10-16 07-PM,BTCUSD,6435.62,6440.02,6420.66,6440.01,549.48,3533413.84
2018-10-16 06-PM,BTCUSD,6426.69,6438,6426.69,6435.62,180.12,1158879.15
2018-10-16 05-PM,BTCUSD,6413.36,6426.7,6413.35,6426.69,337.99,2169594.32
2018-10-16 04-PM,BTCUSD,6435,6437.98,6377.77,6413.36,784.31,5027595.95
2018-10-16 03-PM,BTCUSD,6435.2,6444,6434.5,6435,231.58,1491497.76
2018-10-16 02-PM,BTCUSD,6449.55,6450.12,6433.35,6435.2,219.48,1413792.57
2018-10-16 01-PM,BTCUSD,6439.78,6469.57,6439.78,6449.55,255.08,1646449.28
2018-10-16 12-PM,BTCUSD,6451.68,6453.45,6427,6439.78,172.42,1110244.27
2018-10-16 11-AM,BTCUSD,6435.09,6451.99,6432.57,6451.68,159.58,1028091.33
2018-10-16 10-AM,BTCUSD,6434.01,6439.21,6430.29,6435.09,68.81,442805.58
2018-10-16 09-AM,BTCUSD,6436.96,6442,6430.27,6434.01,69.6,447978.43
2018-10-16 08-AM,BTCUSD,6445.81,6445.82,6408.39,6436.96,310.91,1997604.43
2018-10-16 07-AM,BTCUSD,6451.24,6456,6445.17,6445.81,102.67,662319.53
2018-10-16 06-AM,BTCUSD,6478.11,6493.11,6451.23,6451.24,275.82,1785358.0
2018-10-16 05-AM,BTCUSD,6428,6488,6426.14,6478.11,379.71,2451552.34
2018-10-16 04-AM,BTCUSD,6426,6433.57,6425.01,6428,134.88,867111.83
2018-10-16 03-AM,BTCUSD,6432.99,6439.35,6423.01,6426,191.38,1230774.39
2018-10-16 02-AM,BTCUSD,6428.99,6435,6421.08,6432.99,198.76,1277905.47
2018-10-16 01-AM,BTCUSD,6432.5,6440,6421.5,6428.99,235.88,1516568.16
2018-10-16 12-AM,BTCUSD,6440.42,6440.78,6418,6432.5,240.71,1547096.8
2018-10-15 11-PM,BTCUSD,6430.51,6460,6430.5,6440.42,283.18,1824047.9
2018-10-15 10-PM,BTCUSD,6395.02,6448,6395.01,6430.51,540.28,3469289.5
2018-10-15 09-PM,BTCUSD,6390.01,6405,6385,6395.02,431.59,2760791.81
2018-10-15 08-PM,BTCUSD,6390,6409,6358.02,6390.01,579.87,3704957.77
2018-10-15 07-PM,BTCUSD,6395.01,6410.01,6388.1,6390,377.82,2419369.06
2018-10-15 06-PM,BTCUSD,6404.28,6420,6391.55,6395.01,594.53,3807116.68
2018-10-15 05-PM,BTCUSD,6422.62,6422.62,6400,6404.28,358.62,2298774.53
2018-10-15 04-PM,BTCUSD,6395.36,6425.62,6391,6422.62,861.27,5523608.46
2018-10-15 03-PM,BTCUSD,6375.01,6396.65,6372.02,6395.36,501.13,3198562.86
2018-10-15 02-PM,BTCUSD,6396.76,6396.76,6362.68,6375.01,581.27,3709344.27
2018-10-15 01-PM,BTCUSD,6405.77,6415.42,6360,6396.76,575.73,3679972.44
2018-10-15 12-PM,BTCUSD,6404.5,6417.37,6374,6405.77,242.02,1549117.05
2018-10-15 11-AM,BTCUSD,6418.91,6440.67,6390.76,6404.5,401.49,2576574.22
2018-10-15 10-AM,BTCUSD,6423.79,6455.55,6402,6418.91,385.38,2477430.19
2018-10-15 09-AM,BTCUSD,6402.73,6430,6360.6,6423.79,331.14,2118001.64
2018-10-15 08-AM,BTCUSD,6415.87,6466.55,6381.94,6402.73,758.7,4872189.79
2018-10-15 07-AM,BTCUSD,6657.08,6659.97,6414,6415.87,3279.46,21313467.87
2018-10-15 06-AM,BTCUSD,6363.9,6810,6363.89,6657.08,5909.11,38988145.42
2018-10-15 05-AM,BTCUSD,6212.47,6407,6212.46,6363.9,2058.02,13006742.38
2018-10-15 04-AM,BTCUSD,6218.61,6218.61,6207.49,6212.47,181.28,1126432.7
2018-10-15 03-AM,BTCUSD,6205.22,6218.61,6200.41,6218.61,115.59,717854.52
2018-10-15 02-AM,BTCUSD,6211,6211,6200,6205.22,125.47,778503.03
2018-10-15 01-AM,BTCUSD,6192.94,6211,6192.94,6211,181.18,1123307.5
2018-10-15 12-AM,BTCUSD,6183.49,6197.24,6151.58,6192.94,320.94,1981185.86
2018-10-14 11-PM,BTCUSD,6200.93,6205,6151,6183.49,424.0,2620744.31
2018-10-14 10-PM,BTCUSD,6202.76,6211.94,6200.23,6200.93,177.98,1104855.93
2018-10-14 09-PM,BTCUSD,6220.22,6220.22,6202.76,6202.76,157.19,976373.43
2018-10-14 08-PM,BTCUSD,6244.81,6249.84,6200.77,6220.22,230.33,1433794.63
2018-10-14 07-PM,BTCUSD,6237.99,6248.55,6235.65,6244.81,117.97,736360.66
2018-10-14 06-PM,BTCUSD,6237.03,6244.5,6230.01,6237.99,135.21,843561.38
2018-10-14 05-PM,BTCUSD,6241.69,6241.69,6235,6237.03,109.89,685464.58
2018-10-14 04-PM,BTCUSD,6242.94,6249.66,6237.77,6241.69,108.97,680313.95
2018-10-14 03-PM,BTCUSD,6225,6244.96,6224.59,6242.94,171.18,1067082.81
2018-10-14 02-PM,BTCUSD,6225,6227.16,6222.92,6225,107.86,671405.58
2018-10-14 01-PM,BTCUSD,6231.81,6235,6221.44,6225,88.51,551339.0
2018-10-14 12-PM,BTCUSD,6217.99,6234.8,6217.99,6231.81,186.29,1160476.34
2018-10-14 11-AM,BTCUSD,6221.01,6221.02,6212.25,6217.99,69.75,433624.34
2018-10-14 10-AM,BTCUSD,6230.92,6231.06,6221,6221.01,47.0,292682.58
2018-10-14 09-AM,BTCUSD,6241.96,6241.96,6226.87,6230.92,66.13,412321.75
2018-10-14 08-AM,BTCUSD,6243.98,6245,6241.08,6241.96,52.55,328092.79
2018-10-14 07-AM,BTCUSD,6243.9,6259.62,6239,6243.98,157.8,985630.78
2018-10-14 06-AM,BTCUSD,6244.05,6254.99,6240.53,6243.9,59.03,368847.45
2018-10-14 05-AM,BTCUSD,6263,6274.75,6242.01,6244.05,105.98,663457.32
2018-10-14 04-AM,BTCUSD,6222.07,6288.36,6222.07,6263,367.4,2300402.21
2018-10-14 03-AM,BTCUSD,6204.44,6226.06,6204.43,6222.07,372.58,2317118.42
2018-10-14 02-AM,BTCUSD,6203.53,6204.69,6200.01,6204.44,100.34,622482.38
2018-10-14 01-AM,BTCUSD,6198.06,6203.69,6197.06,6203.53,122.16,757526.68
2018-10-14 12-AM,BTCUSD,6196,6201,6196,6198.06,121.11,750703.38
2018-10-13 11-PM,BTCUSD,6201.69,6203,6193.43,6196,202.51,1255380.97
2018-10-13 10-PM,BTCUSD,6194.63,6202.99,6193.06,6201.69,189.15,1172373.81
2018-10-13 09-PM,BTCUSD,6192.36,6200,6192.36,6194.63,126.12,781354.93
2018-10-13 08-PM,BTCUSD,6199.01,6202.22,6191.81,6192.36,127.75,791444.94
2018-10-13 07-PM,BTCUSD,6185,6202.12,6182.82,6199.01,340.98,2111561.76
2018-10-13 06-PM,BTCUSD,6202.97,6202.97,6184.99,6185,276.63,1714919.49
2018-10-13 05-PM,BTCUSD,6202.99,6204.94,6200.11,6202.97,284.97,1767668.42
2018-10-13 04-PM,BTCUSD,6205,6206.08,6200.1,6202.99,196.12,1216476.29
2018-10-13 03-PM,BTCUSD,6200.99,6205.01,6200.98,6205,206.76,1282848.21
2018-10-13 02-PM,BTCUSD,6193.65,6201.03,6193.65,6200.99,151.79,940757.13
2018-10-13 01-PM,BTCUSD,6197.28,6199.99,6192.15,6193.65,181.56,1125144.64
2018-10-13 12-PM,BTCUSD,6205,6205,6192.52,6197.28,83.03,514582.37
2018-10-13 11-AM,BTCUSD,6200.51,6208.63,6200.51,6205,129.86,805810.4
2018-10-13 10-AM,BTCUSD,6206.98,6210,6200.51,6200.51,78.81,489164.93
2018-10-13 09-AM,BTCUSD,6194.36,6212,6194.35,6206.98,111.27,690527.91
2018-10-13 08-AM,BTCUSD,6194.33,6199.36,6194.33,6194.36,52.49,325177.23
2018-10-13 07-AM,BTCUSD,6201.19,6201.19,6189.38,6194.33,121.4,751702.56
2018-10-13 06-AM,BTCUSD,6200.01,6201.19,6197.1,6201.19,88.29,547291.82
2018-10-13 05-AM,BTCUSD,6193.61,6203.39,6193.6,6200.01,81.26,503792.35
2018-10-13 04-AM,BTCUSD,6185.4,6193.61,6180.01,6193.61,101.83,630222.06
2018-10-13 03-AM,BTCUSD,6198.8,6198.81,6178.01,6185.4,151.13,935146.06
2018-10-13 02-AM,BTCUSD,6204.99,6207.8,6194.85,6198.8,128.52,796835.92
2018-10-13 01-AM,BTCUSD,6194.5,6205,6194.49,6204.99,140.12,868578.98
2018-10-13 12-AM,BTCUSD,6188.01,6209.66,6178,6194.5,170.32,1055653.81
2018-10-12 11-PM,BTCUSD,6192.93,6201.79,6187.77,6188.01,127.99,792693.25
2018-10-12 10-PM,BTCUSD,6210,6210.01,6178,6192.93,263.56,1632818.01
2018-10-12 09-PM,BTCUSD,6215.99,6221.5,6210,6210,249.55,1551628.53
2018-10-12 08-PM,BTCUSD,6211.98,6216.5,6209.35,6215.99,194.6,1208993.45
2018-10-12 07-PM,BTCUSD,6204.16,6211.99,6204.15,6211.98,152.67,947607.31
2018-10-12 06-PM,BTCUSD,6199.59,6205.43,6190.19,6204.16,188.19,1167130.06
2018-10-12 05-PM,BTCUSD,6215,6219,6188,6199.59,524.2,3253720.83
2018-10-12 04-PM,BTCUSD,6226.03,6226.03,6213,6215,220.46,1370768.05
2018-10-12 03-PM,BTCUSD,6212.06,6228.12,6207.81,6226.03,234.85,1461016.57
2018-10-12 02-PM,BTCUSD,6202.13,6212.74,6199.9,6212.06,220.25,1367209.41
2018-10-12 01-PM,BTCUSD,6218.48,6220,6199.96,6202.13,298.58,1855095.89
2018-10-12 12-PM,BTCUSD,6209.18,6219,6209.17,6218.48,201.77,1254282.89
2018-10-12 11-AM,BTCUSD,6209.91,6214.31,6201.01,6209.18,107.29,666084.33
2018-10-12 10-AM,BTCUSD,6203.13,6215.35,6203.12,6209.91,168.82,1048285.7
2018-10-12 09-AM,BTCUSD,6216.27,6218,6201,6203.13,93.96,583322.14
2018-10-12 08-AM,BTCUSD,6224.03,6225.22,6213.48,6216.27,106.28,661037.31
