Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-10-12 07-AM,BTCUSD,6220,6235.2,6213,6224.03,257.71,1603810.9
2018-10-12 06-AM,BTCUSD,6199.99,6220,6199.98,6220,257.33,1598109.49
2018-10-12 05-AM,BTCUSD,6198.28,6199.99,6189.52,6199.99,103.85,643473.71
2018-10-12 04-AM,BTCUSD,6189.99,6199.99,6185.01,6198.28,217.31,1346454.1
2018-10-12 03-AM,BTCUSD,6183,6189.99,6169,6189.99,153.17,946489.14
2018-10-12 02-AM,BTCUSD,6171.68,6188.43,6171.67,6183,235.59,1456256.28
2018-10-12 01-AM,BTCUSD,6150.43,6179.25,6150.42,6171.68,338.38,2087117.49
2018-10-12 12-AM,BTCUSD,6154.69,6169.91,6111.97,6150.43,496.6,3051225.77
2018-10-11 11-PM,BTCUSD,6191.12,6198.29,6111,6154.69,687.48,4232778.73
2018-10-11 10-PM,BTCUSD,6196.7,6196.7,6177.07,6191.12,235.4,1456586.5
2018-10-11 09-PM,BTCUSD,6204.45,6204.95,6190,6196.7,195.45,1211833.63
2018-10-11 08-PM,BTCUSD,6199.96,6211,6141,6204.45,618.73,3828033.88
2018-10-11 07-PM,BTCUSD,6193.81,6205.81,6190.03,6199.96,341.74,2118384.18
2018-10-11 06-PM,BTCUSD,6211.48,6218.31,6193.81,6193.81,334.3,2075919.6
2018-10-11 05-PM,BTCUSD,6208.18,6225,6207.1,6211.48,435.23,2705811.95
2018-10-11 04-PM,BTCUSD,6193.99,6210.16,6187.61,6208.18,273.6,1696939.06
2018-10-11 03-PM,BTCUSD,6214.01,6219.81,6185.53,6193.99,476.13,2951061.29
2018-10-11 02-PM,BTCUSD,6207.61,6234.53,6205,6214.01,487.71,3033192.56
2018-10-11 01-PM,BTCUSD,6194.78,6225.24,6105.02,6207.61,1154.16,7125858.15
2018-10-11 12-PM,BTCUSD,6178.63,6204.88,6178.63,6194.78,250.56,1552607.64
2018-10-11 11-AM,BTCUSD,6209.93,6209.93,6175,6178.63,222.14,1376389.94
2018-10-11 10-AM,BTCUSD,6213.06,6216,6198.22,6209.93,192.07,1192454.09
2018-10-11 09-AM,BTCUSD,6206.89,6214.15,6189,6213.06,173.04,1073202.21
2018-10-11 08-AM,BTCUSD,6207.53,6216.21,6203.36,6206.89,156.95,974781.3
2018-10-11 07-AM,BTCUSD,6188.57,6211.07,6146,6207.53,454.85,2813006.96
2018-10-11 06-AM,BTCUSD,6208.1,6210,6153.05,6188.57,363.94,2252469.41
2018-10-11 05-AM,BTCUSD,6225.34,6233.84,6185.77,6208.1,361.55,2245236.24
2018-10-11 04-AM,BTCUSD,6222.01,6260.38,6211.84,6225.34,542.06,3378898.7
2018-10-11 03-AM,BTCUSD,6190.35,6248,6190.35,6222.01,1187.7,7386659.14
2018-10-11 02-AM,BTCUSD,6222.11,6225.83,6130,6190.35,1874.66,11598496.25
2018-10-11 01-AM,BTCUSD,6466.96,6466.96,6033.34,6222.11,7362.22,45540011.31
2018-10-11 12-AM,BTCUSD,6524.56,6524.56,6460.32,6466.96,387.66,2514996.18
